"","SAMPLE_NUMBER","NAME","ENTRY.y","C: 10_0","C: 10_1 w1 cis","C: 11_0","C: 12_0","C: 12_1 w3 cis","C: 12_1 w6 cis","C: 12_1 w9 cis","C: 14_0","C: 14_0 iso","C: 14_1 w5 cis","C: 15_0","C: 15_0 ante-iso","C: 15_1 w5 cis","C: 16_0","C: 16_0 iso","C: 16_1 trans","C: 16_1 trans+ (Raw)","C: 16_1 trans++ (Raw)","C: 16_1 trans+++ (Raw)","C: 16_1 trans++++ (Raw)","C: 16_1 w7 cis","C: 17_0","C: 17_0 ante-iso","C: 17_0 iso","C: 17_1 w7 cis","C: 18_0","C: 18_0 iso","C: 18_1 cis","C: 18_1 cis++ (Raw)","C: 18_1 cis+++ (Raw)","C: 18_1 trans","C: 18_1 trans++ (Raw)","C: 18_1 trans+++ (Raw)","C: 18_1 w9 cis+ (Raw)","C: 18_1 w9 trans+ (Raw)","C: 18_2 cis9 trans12","C: 18_2 conj","C: 18_2 trans9 cis12","C: 18_2 w6 cis","C: 18_2 w6 trans","C: 18_3 trans","C: 18_3 trans+ (Raw)","C: 18_3 trans++ (Raw)","C: 18_3 trans+++ (Raw)","C: 18_3 w3 cis","C: 18_3 w6 cis","C: 18_4 w3","C: 20_0","C: 20_1 w9 cis","C: 20_2 w6 cis","C: 20_3 w3 cis","C: 20_3 w6 cis","C: 20_4 w3","C: 20_4 w6 cis","C: 20_5 w3 cis","C: 21_5 w3","C: 22_0","C: 22_1 w9 cis","C: 22_2 w6 cis","C: 22_5 w3","C: 22_5 w6","C: 22_6 w3 cis","C: 24_0","C: 24_1 w9 cis","C: 4_0","C: 6_0","C: 8_0"
"189",10248360,"FAME02-17-0261","SHIM_4703_B","1.186","0.015","0","10.262","0","0","0","4.825","0","0.026","0.063","","","","0","","","","0.022","0","0.157","0.08","0.015","0.014","0.047","","0","46.965","0.718","","0.073","0.036","0.037","46.239","","","0.03","0","18.208","","0","0","0","0","1.522","0","0","0.277","0.214","0.019","0","0.033","0","0.307","0.081","0","0.591","","0.039","0.025","0","0.356","0.297","0.025","","0.099","1.28"
"190",10253825,"FAME02-17-0262","SHIM_4307_F","1.286","0.017","0","10.604","0","0","0","4.846","0","0.026","0.064","","0","8.683","0","0.023","0","0","0.023","0","0.159","0.079","0.014","0.019","0.051","","0","46.502","0.711","0","","0","0","45.791","0.037","","0","0","18.135","","0","0","0","0","1.543","0.09","0","","0.216","0.029","0","0.029","0","0.318","0.084","0","0.581","","","0.027","0","0.364","0.324","0.021","0","0.107","1.423"
"191",10253829,"FAME02-17-0263","SHIM_4703_B","1.245","0.015","0","10.427","0","0","0","4.782","0","0.026","0.062","","0","8.752","0","","","0","0.023","0","0.156","0.079","0.015","0.013","0.047","","0","46.667","0.704","0","0.075","0.035","0.04","45.963","","","0.029","0","18.169","","0","0","0","0","1.535","0.094","","0.277","0.214","0.034","0","0.031","0","0.318","0.084","0","0.602","","0.039","0.024","0","0.376","0.311","0.026","","0.105","1.366"
"192",10261460,"FAME02-17-0264","SHIM_4307_F","1.339","0","0","10.945","0","0","0","4.933","0","0.028","0.065","0","0","8.703","0","0.021","0","0","0.021","0","0.161","0.079","0","0.022","0.045","3.844","0","45.713","0.723","0","0.101","0","0.069","44.99","0.032","","0","0","18.393","","0","0","0","0","1.605","0.103","0","0.295","0.212","0.025","0","0.032","0","0.308","0.085","0","0.565","0","0.033","0.026","0","0.362","0.31","","0","0.122","1.485"
"193",10261477,"FAME02-17-0265","SHIM_4703_B","1.252","0.018","0","10.57","0","0","0","4.852","0","0.027","0.061","0","0","8.729","0","0.022","0","0","0.022","0","0.159","0.079","0","0","0.046","3.821","0","46.476","0.719","0","0.105","0","0.07","45.757","0.035","0","0.028","0","18.34","0","0","0","0","0","1.581","0.094","0","0.27","0.213","0.03","0","0.031","0","0.315","0.082","0","0.575","0","0.038","0.022","0","0.373","0.291","0.024","0","0.113","1.363"
"194",10268846,"FAME02-17-0266","SHIM_4307_F","1.295","0","0","10.871","0","0","0","4.935","0","0.027","0.063","0","0","8.372","0","0.024","0","0","0.024","0","0.16","0.078","0","0.02","0.045","3.734","0","46.802","0.719","0","0.089","","0","46.083","0.029","0","0","0","18.06","0","0","0","0","0","1.565","0.102","0","0.284","0.217","0.022","0","0.029","0","0.329","0.091","0","0.561","0","","0.027","0","0.394","0.312","","0","0.109","1.384"
"195",10274955,"FAME02-17-0267","SHIM2010P_F","1.384","0.022","0","11.274","0","0","0","4.914","0","0.028","0.061","0","0","8.535","0","0.025","0","0","0.025","0","0.158","0.077","0","0","0.043","3.651","0","46.098","0.703","0","0.096","0","0.063","45.395","0.033","0","0.026","0","18.134","0","0","0","0","0","1.558","0.099","0","0.249","0.198","0.028","0","0.035","0","0.32","0.084","0","0.54","0","0.031","0.024","0","0.379","0.275","0.023","0","0.122","1.508"
"196",10278127,"FAME02-17-0268","SHIM2010P_F","1.294","0.019","0","10.878","0","0","0","4.866","0","0.027","0.06","0","0","8.606","0","","","0","0.023","0","0.156","0.079","0.019","0","0.046","3.708","0","46.553","0.704","","0.106","0.025","0.043","45.841","0.038","0","0.026","0","18.258","0","0","0","0","0","1.549","0","0","0.25","0.206","0.016","0","0.031","0","0.323","0.079","0","0.548","0","0.034","0.029","0","0.376","0.28","0.024","0","0.114","1.402"
"197",10278311,"FAME02-17-0269","SHIM2010P_F","1.295","0.02","0","10.861","0","0","0","4.858","0","0.029","0.063","0","0","8.578","0","","0","0","","0","0.153","0.08","0","0","0.051","3.717","0","46.597","0.694","0","0.089","0","0.06","45.903","0.029","0","0.03","0","18.241","0","0","0","0","0","1.549","0.098","0","0.25","0.203","0","0","0.034","0","0.304","0.084","0","0.545","0","0.034","0.027","0","0.374","0.282","0.023","0","0.118","1.412"
"198",10280705,"FAME02-17-0270","SHIM2010P_F","1.317","0.019","0","","0","0","0","","0","0.03","0.063","0","0","","0","0.024","0","0","0.024","0","0.158","0.077","0.027","0","","","0","","0.701","0","0.09","0","0.057","","0.033","0","0.026","0","","0","0","0","0","0","","0.096","0","","0.196","0.02","0","0.026","0","0.319","0.084","0","0.545","0","0.034","0.023","0","","0.282","0.022","0","0.115",""
"199",10280705,"FAME02-17-0270","SHIM2010P_F","","","","10.93","","","","4.86","","","","","","8.512","","","","","","","","","","","0.05","3.685","","46.617","","","","","","45.916","","","","","18.145","","","","","","1.541","","","0.246","","","","","","","","","","","","","","0.375","","","","","1.447"
"200",10280905,"FAME02-17-0271","SHIM_4703_B","1.425","0.023","0","11.355","0","0","0","4.968","0","0.028","","0","0","8.577","0","0.025","0","0","0.025","0","0.163","0.079","0","0","0.047","3.699","0","45.821","0.709","0","0.099","0.028","0.036","45.112","0.035","0","0.024","0","18.089","0","0","0","0","0","1.588","0","0","0.258","0.207","0.033","0","0.031","0","0.328","0.094","0","0.555","0","0.038","0.022","0","0.361","0.279","0.024","0","0.126","1.568"
"201",10285761,"FAME02-17-0272","SHIM_4703_B","1.352","0.02","0","11.076","0","0","0","4.953","0","0.026","0.062","0","0","8.633","0","0.023","0","0","0.023","0","0.161","0.079","0","0","0.046","3.734","0","46.107","0.716","0","0.102","0","0.065","45.391","0.037","0","0.026","0","18.101","0","0","0","0","0","1.567","0.1","0","0.268","0.208","0","0","0.031","0","0.324","0.088","0","0.563","0","0.034","0.024","0","0.379","0.282","0.022","0","0.122","1.487"
"202",10285764,"FAME02-17-0273","SHIM2010P_B","1.41","0","0","11.599","0","0","0","4.933","0","0.024","0.061","0","0","8.429","0","0.023","0","0","0.023","0","0.161","0.075","0","0","0.047","3.605","0","46.187","0.681","0","0.088","0.02","0.041","45.506","0.027","0","0.019","0","18.065","0","0","0","0","0","1.533","0","0","0.244","0.199","0.028","0","0.03","0","0.314","0.086","0","0.522","0","0.038","","0","0.363","0.266","0.02","0","0.117","1.513"
